,Venue,Venue Latitude,Venue Longitude,Venue Category
1527,Dos Toros Taqueria,40.76075449871614,-73.97830585683518,Burrito Place
1528,MoMA Starry Night by Vincent Van Gogh,40.76157497855287,-73.97710615203339,Exhibit
1529,Yankee Doodle Dandy's,40.76123700138127,-73.9795106324435,Food Truck
1531,Fogo de Chão,40.7610765,-73.9777711,Churrascaria
1534,Museum of Modern Art (MoMA) Library,40.761387,-73.978,Museum
1536,Warwick New York Hotel,40.7624022,-73.9782725,Hotel
1538,Xi'an Famous Foods,40.76200935544412,-73.97748219118952,Chinese Restaurant
1540,Nusr-Et Steakhouse,40.76142871873711,-73.97860999896865,Steakhouse
1541,Barilla Restaurants,40.761146297477204,-73.97915527885375,Italian Restaurant
1544,The Peninsula New York,40.761658441958225,-73.97538363933563,Hotel
1545,Tiffany & Co.,40.76204321774186,-73.97412577379953,Jewelry Store
1547,The Peninsula Spa,40.76173539089798,-73.97525723270684,Spa
1551,Gucci,40.7623469,-73.974049,Women's Store
1553,Tibor de Nagy Gallery,40.762694,-73.974633,Art Gallery
1554,Dolce & Gabbana,40.761984,-73.97438,Boutique
1555,The Polo Bar,40.76155,-73.9743961,American Restaurant
1556,Harry Winston,40.76141,-73.974831,Jewelry Store
1557,The St. Regis New York,40.76133896882978,-73.97439231534423,Hotel
1559,Bottega Veneta,40.76145728652881,-73.97500567817279,Boutique
1560,CHANEL,40.76353314767972,-73.97410840322493,Boutique
1561,Wempe,40.76154721915054,-73.97493508735064,Jewelry Store
1562,Valentino,40.7611879,-73.9748942,Boutique
1563,Salon de Ning,40.76167457992738,-73.97516432297697,Hotel Bar
1564,Abercrombie & Fitch,40.7624154131666,-73.97453271380851,Clothing Store
1565,Michael's Restaurant,40.761989,-73.975668,American Restaurant
1567,Clement,40.761588850733084,-73.97498702249773,American Restaurant
1571,The Bar,40.76097323649972,-73.97720117034368,Hotel Bar
1574,The Grand Salon,40.76098201086838,-73.97722470249704,Lounge
1591,Radio City Music Hall,40.759850056828405,-73.97934397752239,Concert Hall
1601,The Paley Center for Media,40.76046791877655,-73.97767961025238,Museum
1602,Del Frisco's Grille,40.7596566,-73.9783161,Steakhouse
1604,Hama Sushi & Sake,40.759823644115784,-73.97760115109939,Japanese Restaurant
1605,FDNY Fire Zone,40.75969138880704,-73.97852519470962,Gift Shop
1606,American Girl Doll Store,40.76015559015583,-73.97736362841533,Toy / Game Store
1607,Limani,40.759534514577176,-73.9779204990467,Greek Restaurant
1610,Naya Express,40.75912370582767,-73.97488640960027,Lebanese Restaurant
1611,Rimowa,40.760626586855516,-73.97367683143457,Luggage Store
1612,Minamoto Kitchoan,40.75953282798604,-73.974429156358,Dessert Shop
1613,Equinox 53rd Street,40.76004,-73.975161,Gym
1614,U.S. Athletic Training Center,40.759712627748826,-73.97388864561682,Gym
1615,Davidoff of Geneva,40.759744108501486,-73.97394596981557,Smoke Shop
1616,sweetgreen,40.7605465,-73.9727699,Salad Place
1617,Nerai,40.76017859302975,-73.9731461399172,Greek Restaurant
1618,TBWA\Chiat\Day NY,40.75868389556719,-73.9750451177909,Office
1619,Empellón,40.76001912101824,-73.97461830936366,Mexican Restaurant
1620,Eggs Travaganza,40.758302850387665,-73.97304812810671,Food Truck
1621,Valbella Midtown,40.76030525191007,-73.9747944842135,Italian Restaurant
1622,Express,40.75853093662628,-73.97489386011887,Clothing Store
1625,Omar's Mediterranean Cuisine & Bakery,40.75913329152429,-73.96906700052052,Mediterranean Restaurant
1626,P.J. Clarke's,40.75892425944354,-73.96847418200814,Pub
1627,Central Synagogue,40.75973737035728,-73.97046506705577,Synagogue
1628,The York Theatre Company,40.75868818435107,-73.9703142377149,Indie Theater
1629,Hillstone,40.75830603229423,-73.9692339083007,American Restaurant
1631,Mark Ingram Bridal Atelier,40.76006151533672,-73.97107817895876,Bridal Shop
1633,Power Pilates,40.75923560142663,-73.96829242108566,Pilates Studio
1636,Just Salad,40.759869166343776,-73.96992323967748,Salad Place
1637,Manhattan Vision Associates,40.7596846,-73.9686591,Eye Doctor
1638,Glaze Teriyaki,40.75911759196612,-73.97041370572528,Japanese Restaurant
1639,Starbucks,40.75951611,-73.97001621,Coffee Shop
1640,Shun Lee Palace,40.75919275592791,-73.96900074292421,Chinese Restaurant
1641,Tomi Jazz,40.75710737728803,-73.96787186287456,Jazz Club
1642,Trooper Fitness,40.75770519212359,-73.96760144330764,Gym / Fitness Center
1643,Greenacre Park,40.756307089955506,-73.96928710389531,Plaza
1644,Antico Noè,40.75733254275004,-73.96859268618563,Sandwich Place
1646,Ground Central Coffee Company,40.757410231079106,-73.97042487896644,Coffee Shop
1647,Juice Generation,40.757942557551715,-73.97099956870079,Juice Bar
1648,Le Petit Parisien,40.75699879155021,-73.96757748234269,French Restaurant
1649,Go! Go! Curry!,40.75713699047467,-73.96802128486439,Japanese Curry Restaurant
1652,Tacovision,40.757176,-73.968316,Mexican Restaurant
1653,The Kati Roll Company,40.757321,-73.968187,Indian Restaurant
1654,Little Tong,40.75714491562609,-73.96813041167543,Chinese Restaurant
1655,A's Body Works,40.75753820890988,-73.9692044288419,Massage Studio
1656,Beard Papa’s,40.757073064288775,-73.967885605027,Bakery
1657,OBAO Midtown,40.757275138348945,-73.96854069266344,Thai Restaurant
1658,La Gioconda,40.75719293243248,-73.96822242929095,Italian Restaurant
1659,Courtyard by Marriott New York Manhattan/Midtown East,40.75745476129336,-73.96992413624571,Hotel
1660,Wolfgang's Steakhouse,40.758080406494436,-73.96854899886894,Steakhouse
1661,Peking Duck House,40.75710625998284,-73.96799001615966,Peking Duck Restaurant
1662,Gregorys Coffee,40.7579078,-73.9697061,Café
1663,Hudson Malone,40.7573549437635,-73.9686178277016,Restaurant
1664,Pret A Manger,40.758072699958554,-73.96924249990907,Sandwich Place
1665,Insomnia Cookies,40.75711302924875,-73.96797251993013,Dessert Shop
1666,Maison Kayser,40.75748781098224,-73.9716508478144,Bakery
1667,The Lobster Club,40.75845657690492,-73.97174119949341,Seafood Restaurant
1668,Urbanspace Lexington,40.75727074807361,-73.97205636703919,Food Court
1671,The Grill,40.757971017100594,-73.97179607862246,New American Restaurant
1672,Le Relais de Venise L'Entrecôte,40.7576759,-73.9717686,French Restaurant
1673,Taïm,40.75725910801888,-73.97201458481767,Falafel Restaurant
1675,Ess-a-Bagel,40.75629778441606,-73.97042138623961,Bagel Shop
1676,Le Jardinier,40.758297999999996,-73.971429,French Restaurant
1677,Little Collins,40.75719595001093,-73.97198651070053,Coffee Shop
1678,The Four Seasons Restaurant,40.758151517153706,-73.97223695175794,American Restaurant
1679,Paris Baguette,40.757806798428625,-73.97136799280177,Bakery
1680,Upstairs,40.756298887965244,-73.97146224975585,Lounge
1682,Godiva Chocolatier,40.7567544761941,-73.9723922944774,Chocolate Shop
1684,The Kimberly Hotel,40.756298887965244,-73.97145688533783,Hotel
1685,Schnipper's Quality Kitchen,40.756824454494144,-73.97217332289648,Burger Joint
1687,Bistango,40.7562663798751,-73.97133886814117,Italian Restaurant
1727,Ideal Cheese Shop,40.7550404741333,-73.965347154681,Cheese Shop
1728,The Greats of Craft,40.7563665,-73.96466179999999,Beer Bar
1729,Sutton Inn,40.75665315495737,-73.96484669560901,American Restaurant
1730,A La Mode Shoppe,40.757233209355775,-73.96418950228437,Ice Cream Shop
1731,Jimbo's,40.75662548937258,-73.96419952740159,Burger Joint
1732,Jubilee,40.755194,-73.9648174,French Restaurant
1733,Sofia Pizza Shoppe,40.756591,-73.964412,Pizza Place
1734,Pho Saigon,40.75649828963948,-73.96431836502937,Vietnamese Restaurant
1735,Parnell's Pub,40.75573505857987,-73.96495544848952,Gastropub
1736,Madison Restaurant,40.755794294381765,-73.96489626996798,Diner
1737,La Villetta,40.75505325013409,-73.96498007867396,Italian Restaurant
1738,Tal Bagels,40.75620208103175,-73.96443313389948,Bagel Shop
1739,East 54th St Recreation Center,40.756668695470516,-73.9649602952561,Gym
1740,Starbucks,40.755965632588385,-73.96457294699849,Coffee Shop
1741,Marinara Pizza Midtown East,40.75642322092851,-73.96433226495034,Pizza Place
1742,Chase Bank,40.75669980238635,-73.96380713629867,Bank
1743,Subway,40.755320554644754,-73.96516148396947,Sandwich Place
1744,First Avenue Vintner,40.75645859313154,-73.96432691068708,Liquor Store
1745,1st Ave Spa,40.755415,-73.965142,Spa
1746,Parnells Taven,40.75572967529297,-73.96524810791016,Food
1747,TMPL,40.762549725908436,-73.98817701719275,Gym
1748,New World Stages,40.76277840825096,-73.98760507101542,Indie Theater
1749,Don Antonio by Starita,40.7627178,-73.98670760000002,Pizza Place
1750,Toloache,40.76215244156261,-73.9858697919755,Mexican Restaurant
1752,Barber Shop NYC,40.76245920201576,-73.98669535184376,Salon / Barbershop
1753,Churrascaria Plataforma,40.762081177391195,-73.98757124032608,Brazilian Restaurant
1754,MTHR Vegan,40.762373,-73.98786700000001,Vegetarian / Vegan Restaurant
1755,Patzeria Family and Friends,40.76136369585398,-73.98753654815782,Italian Restaurant
1756,Lillie's Times Square,40.76157588888147,-73.98607619461238,Bar
1757,Spoiled Brats,40.762503212341514,-73.98853026117368,Pet Store
1758,Kung Fu Little Steamed Buns Ramen,40.76159729016552,-73.98656783215048,Chinese Restaurant
1760,Worldwide Plaza,40.762386835529895,-73.98744785159344,Plaza
1761,Blue Dog Kitchen Bar,40.76258634417404,-73.98693633068078,Café
1762,Hilton Garden Inn,40.761205395547435,-73.98650676012039,Hotel
1763,Blockheads Burritos,40.76264976010647,-73.98742585931574,Burrito Place
1764,Just Salad,40.76214854915402,-73.9874150906289,Salad Place
1769,Eugene O'Neill Theatre,40.76131490999099,-73.98582944307188,Theater
1774,La Masseria,40.76091947661139,-73.98652920755679,Italian Restaurant
1777,Longacre Theatre,40.76057177991708,-73.98587969923115,Theater
1780,P.S. Kitchen,40.760929737925146,-73.98662972875657,Vegetarian / Vegan Restaurant
1784,The Palm West Side,40.76207855955818,-73.98554637863025,Steakhouse
1794,Hershey's Chocolate World,40.75932355415167,-73.98447382376912,Chocolate Shop
1796,Ichiran,40.760245609126,-73.98335538523675,Ramen Restaurant
1797,Fossil Store,40.75997738167242,-73.98490267998801,Accessories Store
1799,M&M's World,40.76008887772021,-73.98427045878545,Candy Store
1801,Inglot Cosmetics,40.76000086220151,-73.98471049326213,Cosmetics Shop
1802,Hadestown,40.760681,-73.985585,Theater
1804,Oceana,40.75990178280004,-73.98232627513745,Seafood Restaurant
1806,Olive Garden,40.75941434851957,-73.98470179681998,Italian Restaurant
1807,Renaissance New York Times Square Hotel,40.75971,-73.984643,Hotel
1808,Lunt-Fontanne Theatre,40.759071970005245,-73.98586181724355,Theater
1809,Hamilton: An American Musical,40.75910671426748,-73.98669719696045,Performing Arts Venue
1810,Brooks Atkinson Theatre,40.76000064275874,-73.98695468902588,Theater
1811,Waitress The Musical,40.760180269390105,-73.98686500121237,Theater
1812,Richard Rodgers Theatre,40.759147347641516,-73.98669719696045,Theater
1814,Red Stairs Times Square,40.75912962886132,-73.98492744623354,Plaza
1816,W New York - Times Square,40.75929565924598,-73.98557268083096,Hotel
1817,Barrymore Theatre,40.76010087888949,-73.98629242922703,Theater
1818,Marquis Theatre,40.75883196070828,-73.98637228998474,Theater
1820,The Walter Kerr Theatre,40.76061320906541,-73.98572244899813,Theater
1823,Samuel J. Friedman Theatre,40.76025396175909,-73.98694799126305,Theater
1826,The Rum House,40.759711,-73.986107,Cocktail Bar
1831,New York Marriott Marquis,40.758725234649525,-73.98624265505508,Hotel
1832,Starbucks,40.760041,-73.985579,Coffee Shop
1835,Dos Caminos,40.7593727,-73.9853281,Mexican Restaurant
1837,Riu Plaza Times Square Hotel,40.76017910501307,-73.98802929364761,Resort
1841,Amorino,40.75939621146772,-73.9882007509741,Ice Cream Shop
1842,Frisson Espresso,40.76102513265029,-73.98880987541062,Coffee Shop
1843,Fresh From Hell,40.76103370473634,-73.98881399930823,Juice Bar
1846,Dutch Fred's,40.76070039020589,-73.98791378713977,Gastropub
1847,Joe Allen,40.76026181929603,-73.98898685482035,American Restaurant
1848,Minskoff Theatre,40.75738906224092,-73.98553701970972,Theater
1850,Lion King Broadway Musical,40.75748093393903,-73.98562260838094,Concert Hall
1852,Gulliver's Gate,40.75786570744987,-73.98690851211823,Exhibit
1853,Broadhurst Theatre,40.758131546372624,-73.98774426765839,Theater
1854,Times Square Building,40.758013161550835,-73.98557692419998,Office
1855,Imperial Theatre,40.75888,-73.98731,Theater
1856,Guitar Center,40.7576707,-73.9870383,Music Store
1859,Music Box Theatre,40.75879772894823,-73.98723963157622,Theater
1861,To Kill A Mockingbird,40.75810171979763,-73.98722566156982,Theater
1863,Shubert Theatre,40.75811487664373,-73.9873630991227,Theater
1864,Disney store (Disney Store),40.758434035761724,-73.98550593143882,Toy / Game Store
1865,MAC Cosmetics,40.7583728,-73.9850289,Cosmetics Shop
1866,The Hayes Theater,40.75810922606894,-73.98762371412896,Theater
1867,Hard Rock Cafe,40.75703518267677,-73.98661120492818,Theme Restaurant
1868,Strand Book Store Kiosk,40.75749546751178,-73.98584196462518,Bookstore
1869,SEPHORA,40.75732,-73.986424,Cosmetics Shop
1870,LINE Friends Store,40.75774317795574,-73.98571765750089,Toy / Game Store
1871,Starlite Deli,40.75784603573663,-73.98673963439869,Deli / Bodega
1873,Havana Central Times Square,40.75831140161123,-73.98432298452846,Cuban Restaurant
1875,Millennium Broadway Hotel,40.757073,-73.9848,Hotel
1889,Palace Theatre,40.75898389221082,-73.98419520090356,Theater
1903,Top of the Rock Observation Deck,40.759095065214055,-73.97935153748539,Scenic Lookout
1905,Christie's,40.75887639056866,-73.97960819967275,Art Gallery
1906,Del Frisco's Double Eagle Steakhouse,40.7594099,-73.98222,Steakhouse
1907,The Tonight Show starring Jimmy Fallon,40.759361587972265,-73.97980660674304,TV Station
1908,Rainbow Room,40.75919571012708,-73.97967056423714,American Restaurant
1909,Magnolia Bakery,40.75926209782766,-73.98081962029497,Bakery
1910,Eddie's Shoeshine & Repair,40.75910373555259,-73.98026355969058,Shoe Store
1911,Lil Zeus Lunch Box,40.7602550233185,-73.98142753246482,Food Truck
1912,Godiva Chocolatier,40.7593674,-73.9796039,Chocolate Shop
1913,SixtyFive,40.75920313914768,-73.97968814706275,Lounge
1914,La Maison Du Chocolat,40.759179323092184,-73.97989279238712,Chocolate Shop
1915,Warby Parker,40.75944245,-73.98038831,Optical Shop
1916,Ben & Jerry's,40.758944,-73.979351,Ice Cream Shop
1917,Van Leeuwen Ice Cream,40.759578,-73.980338,Ice Cream Shop
1919,The Elgin,40.75824934428419,-73.98086071014404,Beer Bar
1920,Liberty Deli,40.75981851416456,-73.98078463643935,Deli / Bodega
1921,Sushi By Bou,40.75867901649882,-73.98304500009718,Sushi Restaurant
1922,Margon,40.757944,-73.983797,Cuban Restaurant
1923,Hyatt Centric Times Square New York,40.75739571461923,-73.98422209549119,Hotel
1924,Park Italian Gourmet,40.75667784618427,-73.98194763998217,Deli / Bodega
1925,Chick-fil-A,40.7574254,-73.9819682,Fast Food Restaurant
1926,Sanctuary Hotel New York,40.7583581,-73.9832623,Hotel
1927,For Five Coffee Shop,40.757818535076,-73.9832446611763,Coffee Shop
1928,Kwik Meal Cart,40.75673594673246,-73.98310910865705,Food Truck
1929,Pret A Manger,40.75826085881,-73.98188074539047,Sandwich Place
1930,Pret A Manger,40.756712079972004,-73.98202165097709,Sandwich Place
1931,Sushi Lab,40.758476,-73.98321,Sushi Restaurant
1933,Lens Crafters,40.75712064768883,-73.9824511501761,Optical Shop
1934,Uncle Gussy's,40.75772234536962,-73.97548163657189,Food Truck
1935,Hatsuhana,40.756906467717364,-73.97709128322651,Japanese Restaurant
1936,Saks Fifth Avenue,40.75805430122748,-73.97701442241669,Department Store
1937,Lotte New York Palace,40.75818520000001,-73.97499049999999,Hotel
1938,Trunk Club,40.7581923,-73.9751349,Men's Store
1939,Duke Eatery,40.756797153723134,-73.97510678318267,Food & Drink Shop
1940,Eden Fine Art,40.757750537349196,-73.97555382705258,Art Gallery
1941,Tie Bar,40.756119395222505,-73.97670107108617,Men's Store
1942,JOE & THE JUICE,40.757042,-73.974646,Juice Bar
1943,Fendi,40.7581047,-73.9769487,Boutique
1944,Kamakura Shirts New York,40.75623163034027,-73.97666920664051,Men's Store
1945,Amazon Go,40.756911,-73.974583,Convenience Store
1946,Dill & Parsley,40.757138154447816,-73.97587561028065,Mediterranean Restaurant
1947,Bluestone Lane,40.756395,-73.976941,Coffee Shop
1948,Victoria Secret Beauty Avenues,40.75673068586622,-73.97406974625711,Boutique
1949,Katsu-Hama,40.756419,-73.977636,Tonkatsu Restaurant
1950,adidas,40.756221821894776,-73.97909389823302,Sporting Goods Shop
1951,SEPHORA,40.7569565,-73.9787532,Cosmetics Shop
1953,Aritzia,40.75755795491585,-73.97795230494226,Women's Store
1954,Ted Baker,40.757305595893335,-73.97797832694307,Clothing Store
1955,Joju,40.75584,-73.97875,Vietnamese Restaurant
1956,Barnes & Noble,40.755739,-73.978937,Bookstore
1957,NBA Store,40.75530524423989,-73.97937729490778,Sporting Goods Shop
1958,Karen Millen,40.75702876017145,-73.97830302444936,Boutique
1959,Charles Tyrwhitt,40.7554376,-73.9771104,Men's Store
1960,Desigual 530 5th,40.7555280661478,-73.97967236443175,Clothing Store
1963,Town Optical,40.75530347324288,-73.9790450039969,Optical Shop
1965,H&M,40.757026157087886,-73.97802190622315,Clothing Store
1966,lululemon athletica,40.75731418357365,-73.97858154228697,Clothing Store
1968,Ann Taylor,40.757577,-73.9783625,Clothing Store
1969,Gregorys Coffee,40.7554338,-73.9782714,Coffee Shop
1985,Pomme Palais,40.758234085863094,-73.97458352456187,Bakery
1986,Toasties E. 51st,40.75856970864224,-73.97547863596532,Sandwich Place
1988,The Little Beet,40.757786,-73.974309,Restaurant
2002,Beyond Bespoke,40.75698,-73.98069,Tailor Shop
2003,Málà Project,40.75685008448552,-73.98085527505972,Szechuan Restaurant
2004,Swerve Fitness,40.756626438116555,-73.98030720333121,Cycle Studio
2005,Sophie's Cuban Cuisine,40.75592705154851,-73.98059774245192,Cuban Restaurant
2006,Harvard Club of New York City,40.755484615334794,-73.98150167104264,Historic Site
2007,Sofitel New York,40.75578722233005,-73.98176215591775,Hotel
2010,Gotan,40.75660173346505,-73.98037190833062,Café
2011,Ikinari Steak,40.75678509151228,-73.98070229037901,Steakhouse
2012,"The Algonquin Hotel, Autograph Collection",40.7559927,-73.9823172,Hotel
2013,Book Off,40.75641128441061,-73.9815928976681,Bookstore
